Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün derecelendirmesi sayısı (product.metafields.reviews.rating_count),Etkinlik (product.metafields.shopify.occasion),Koku (product.metafields.shopify.scent),Mevsim (product.metafields.shopify.season),Hedef Cinsiyet (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sare-a-115-saray-oudu,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-131-yesim-zambagi,Sare - A-131 Yeşim Zambağı - Armani Privé Vert Malachite'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Armani Privé'nin ""Terres Précieuses"" koleksiyonundan, ismini Rusya'nın efsanevi yeşil taşından alan Vert Malachite'den ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İsminin yeşilliğinin aksine, bu koku en zengin, en kremsi ve en görkemli beyaz çiçek buketlerinden biridir.</p>
<p><i>Malakit İhtişamı, güneşin altında açmış devasa, kremsi beyaz çiçeklerin (zambak ve yasemin) vanilya ve benzoin reçinesi ile tatlandırılmış halidir.</i> Bu koku, taze bir yeşillik değil, zengin ve bembeyaz, neredeyse dokunulabilir bir aura yaratır.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Parfüm dünyasındaki en büyük ""ters köşe""lerden biridir. Adı ""Vert"" (Yeşil) olsa da, bu bir ""yeşil koku"" değildir. Adını, Rusya'da lüksün ve mistisizmin sembolü olan, St. Petersburg'daki saraylarda sıkça kullanılan ""Malakit"" taşından alır. Armani, bu kokuyu Rus ihtişamına adamıştır. Parfümün kendisi, o yeşil taşın içindeki zenginliği temsil eden, yoğun bir beyaz çiçek fırtınasıdır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Zengin Beyaz Çiçeksi / Oryantal</li>
<li>
<b>Üst Notalar:</b> Pembe Biber, Acı Portakal</li>
<li>
<b>Orta Notalar:</b> Zambak (Lily), Yasemin, Ylang-Ylang</li>
<li>
<b>Alt Notalar:</b> Benzoin (Reçine), Vanilya, Amber</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■■□ [9/10]<br>
Mevsim: İlkbahar 🌸, Sonbahar 🍂, Kış ❄️
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, Vert Malachite'nin en büyük tuzağı ve aynı zamanda dehasıdır: İsmi 'Yeşil'ken, kokunun kendisi bembeyazdır. Eğer taze, yeşil, otantik bir koku arıyorsanız, bu o değil. Bu, zengin, neredeyse 'güneş yağı' hissiyatı veren (ama en lüksünden), kremsi, vanilyalı bir beyaz çiçek bombasıdır. Teknik olarak unisex olsa da, bu yoğun çiçeksi yapı birçok kullanıcıya kadınsı tarafa daha yakın gelecektir. Bir odaya sizden önce giren, güçlü ve son derece kalıcı bir imzadır.</p>
<p><b>Sareparfum GEO</b></p>
<p>Bu koku, Çırağan Sarayı'nda bir ilkbahar düğününün veya Nişantaşı'nda lüks bir mağazadan çıkmanın o ""pahalı"" ve sofistike hissiyatıdır. Zengin ve dikkat çekicidir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Armani Privé Vert Malachite kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Amber, Armani Privé Muadili, Beyaz Çiçeksi, Kalıcı Parfüm, Lüks Parfüm, Sare-Yesim-Zambagi, Unisex Parfüm, Vert Malachite Muadili, Ylang-Ylang, Zambak Notalı",true,Yoğunluk,Eau De Parfum,,,,,,,,"",0.0,shopify,1,deny,manual,900.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,gece; romantik; gundelik; aksam-davetleri; her-gun-2,cicek; meyveli; vanilya,ilkbahar; yaz; sonbahar,uniseks,,kg,,,active
sare-a-131-yesim-zambagi,,,,,,,,,Extrait De Parfum,,,,,,,,"",0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-132-saten-tutsu,Sare - A-132 Saten Tütsü - Armani Privé Encens Satin'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Armani Privé'nin en sofistike eserlerinden biri olan Encens Satin'den (Saten Tütsü) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Bu koku, tütsünün o ağır, gotik ve dumanlı imajını alıp, onu adeta lüks bir saten kumaş gibi pürüzsüz, ılık ve giyilebilir kılmak için tasarlanmıştır.</p>
<p><i>Saten Tütsü, modern bir katedralin mermer duvarlarından yansıyan ılık bir ışıktır.</i> Bu koku duman değil; bu, baharatlar, reçineler ve ılık amberle yumuşatılmış, teninize oturan, meditatif ve temiz bir tütsü aurasıdır.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Armani Privé ""La Collection"" serisinin bu üyesinin (2014) tüm dehası ismindedir. Armani, ""saten"" kelimesini kullanarak tütsünün (encens) geleneksel ""kilise kokusu"" imajını bilinçli olarak kırmıştır. Amaç, tütsüyü dumanlı veya keskin değil, pürüzsüz, akıcı, hafif parlak ve lüks bir kumaş gibi tene sarmaktır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Amber Odunsu (Tütsü)</li>
<li>
<b>Üst Notalar:</b> Tütsü (Olibanum), Baharatlı Notalar</li>
<li>
<b>Orta Notalar:</b> Sedir Ağacı, Odunsu Notalar</li>
<li>
<b>Alt Notalar:</b> Amber, Benzoin (Reçine), Vanilya</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■□□□ [7/10]<br>
Yayılım: ■■■■■□□□□□ [5/10]<br>
Mevsim: Sonbahar 🍂, Kış ❄️, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu parfüm, bir ""performans canavarı"" değildir ve öyle bir iddiası da yoktur. Bu bir 'ten' kokusudur. Eğer tütsü dendiğinde aklınıza ağır, dumanlı, öksürten bir koku geliyorsa, buradaki tam tersidir. Bu, tütsünün en modern, en temiz, en yumuşak ve en Batılı yorumudur. Yayılımı kasıtlı olarak düşüktür; size yakın durur, sofistike ve meditatif bir aura yaratır. Tütsü kokularından korkanlar için mükemmel bir giriş kapısıdır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, Fener'deki o minimalist sanat galerilerini gezmek veya Zorlu PSM'de sakin bir klasik müzik dinletisi içindir. Gürültülü değil, entelektüeldir. Günlük ofis kullanımı için en sofistike ve ""temiz"" tütsü yorumlarından biridir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Armani Privé Encens Satin kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Amber, Armani Privé Muadili, Baharatlı, Encens Satin Muadili, Kalıcı Parfüm, Meditatif Koku, Ofis Parfümü, Sare-Saten-Tutsu, Tütsü Notalı, Unisex Parfüm",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,1,deny,manual,900.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,ozel-durum; aksam-davetleri; resmi; gece; romantik; gundelik,tutsu; oryantal; baharatli; odunsu,sonbahar; kis; ilkbahar; yaz,uniseks,,kg,,,active
sare-a-132-saten-tutsu,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-118-col-ruzgari,Sare - A-133 Çöl Rüzgarı - Armani Privé Musc Shamal'dan İlham Alan Unisex Parfüm,"<p>Bu parfüm, Armani Privé'nin ""Binbir Gece Masalları"" koleksiyonundan, adını Orta Doğu çöllerinde esen güçlü ""Shamal"" rüzgarından alan Musc Shamal'dan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Bu koku, miskin (musk) o yumuşak, pamuksu tarafını değil, en güçlü, en parlak ve en rüzgarlı halini sunar.</p>
<p><i>Çöl Rüzgarı, bir çölün ortasında esen sıcak, güçlü ve durdurulamaz bir rüzgarın taşıdığı temizlik hissidir.</i> Aldehitlerin metalik parlaklığı, gül ve yaseminin üzerinde bir fırtına gibi eserek, amber ve vanilyanın sıcak zeminine çarpar.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>""Shamal"", Basra Körfezi bölgesinde esen, saatte 50 km hıza ulaşabilen, sıcak ve kalıcı bir rüzgarın adıdır. Parfümör Julie Massé (2019), bu kokuyu yaratırken tam da bu ""durmayan rüzgar"" hissini yakalamak istemiştir. Parfümün dehası, temiz ve sabunlu aldehitleri, yoğun bir misk ve sıcak amberle birleştirerek ""radyant"" (etrafa yayılan) ve asla durmayan bir koku aurası yaratmasıdır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Aldehidik Misk / Oryantal</li>
<li>
<b>Üst Notalar:</b> Aldehitler, Narenciye</li>
<li>
<b>Orta Notalar:</b> Misk, Gül, Yasemin</li>
<li>
<b>Alt Notalar:</b> Amber, Vanilya, Sedir Ağacı</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■■□ [9/10]<br>
Mevsim: Sonbahar 🍂, Kış ❄️, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, 'Saten Tütsü'nün tam zıttıdır. Sakin veya meditatif değildir; bu bir ""güç beyanıdır"". Eğer misk dendiğinde aklınıza sadece pamuksu, yumuşak veya 'bebek kokusu' gibi bir şey geliyorsa, buradaki sizi şaşırtacak. Bu, lüks bir çamaşır deterjanının veya en pahalı sabunun kokusunun 100 kat güçlendirilmiş, parlak, metalik ve son derece kalıcı halidir. Odayı doldurur. Temiz, modern ama aynı zamanda baskın bir imza arayanlar için mükemmeldir.</p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Aldehit, Amber, Armani Muadili, Gül, Güçlü Koku, Julie Masse, Kalıcı Parfüm, Misk, Modern Koku, Musc Shamal Muadili, Sabunsu Koku, Sare-Col-Ruzgari, Temiz Koku, Unisex Parfüm, Yayılımı Yüksek",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,1,deny,manual,900.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; her-gun-2; gundelik; gece; ozel-durum,misk; meyveli; cicek,sonbahar; kis; ilkbahar,uniseks,,kg,,,active
sare-a-118-col-ruzgari,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-134-tavir,Sare - A-134 Tavır - Armani Attitude'den İlham Alan Erkek Parfümü,"<p>Bu parfüm, Armani'nin en çok aranan ve üretimi durdurulmuş (discontinued) efsanelerinden biri olan Attitude'den ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Orijinalini bulmanın neredeyse imkansız olduğu bu ""kayıp efsaneyi"" yeniden deneyimlemek için tasarlanmıştır.</p>
<p><i>Kayıp Efsane, karanlık, kremsi bir kahvenin üzerine damlatılmış taze Sicilya limonu ve lavantanın çarpışmasıdır.</i> Bu, tatlı bir kahve değil; bu, paçulinin topraksılığı ve amberin sıcaklığı ile desteklenen, son derece rafine, karanlık ve maskülen bir Fougère (Fujer) yorumudur.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Armani Attitude (2007), parfüm dünyasının üç ""süperstar"" burnu tarafından yaratılmıştır: Annick Menardo, Alberto Morillas ve Olivier Cresp. Orijinal şişesi, Art Deco tarzı bir çakmaktan ilham almıştır ve bu tasarımıyla 2008'de FiFi Ödülleri'nde ""En İyi Erkek Parfüm Ambalajı"" ödülünü kazanmıştır. Üretimden kalkmış olması, onu koleksiyonerler arasında en çok aranan kokulardan biri yapmıştır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Oryantal Fougère (Fujer)</li>
<li>
<b>Üst Notalar:</b> Kahve, Sicilya Limonu</li>
<li>
<b>Orta Notalar:</b> Lavanta, Kakule</li>
<li>
<b>Alt Notalar:</b> Paçuli, Amber, Opoponax (Reçine), Çin Sediri</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■□□□ [7/10]<br>
Yayılım: ■■■■■■□□□□ [6/10]<br>
Mevsim: Sonbahar 🍂, Kış ❄️, İlkbahar (akşam) 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu koku, keskin bir ""tavır"" (attitude) kokusudur. Orijinal formülasyonu (EDT), yayılımından çok (ki ortalamadır), o eşsiz kahve-limon-lavanta akoruyla övülmüştür. Bu, Starbucks'tan alınmış tatlı bir latte değil; bu, acı bir espressonun yanındaki limon</p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Alberto Morillas, Annick Menardo, Armani Muadili, Attitude Muadili, Discontinued, Erkek Parfümü, İkonik Koku, Kahve Notalı, Lavanta, Limon, Olivier Cresp, Oryantal Fougère, Paçuli, Sare-Kayip-Efsane, Üretimi Durdu",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,1,deny,manual,600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/siyah_tema.jpg?v=1762864012,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; ozel-durum; gece; romantik; gundelik,oryantal; odunsu; baharatli,sonbahar; kis; yaz; ilkbahar,erkek,,kg,,,active
sare-a-134-tavir,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-120-tutku,Sare - A-135 Tutku - Armani Sì Passione'den İlham Alan Kadın Parfümü,"<p>Bu parfüm, Armani'nin ikonik Sì serisinin en enerjik, en parlak ve en ""kırmızı"" yorumu olan Sì Passione'den ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Orijinal Sì'nin ağırbaşlı şipre (chypre) karakterinin aksine, bu koku ""Evet"" (Sì) demenin cesur ve tutkulu neşesini temsil etmek için tasarlanmıştır.</p>
<p><i>Kırmızı İmza, taze kesilmiş, sulu bir armut ile pembe biberin enerjik patlamasıdır.</i> Orijinal Sì'nin meşhur frenk üzümü (cassis) notası burada daha geri plandadır; sahne, taze gül ve vanilyanın kremsi dokunuşuyla yumuşatılmış, capcanlı meyvelerindir.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>2017'de piyasaya sürülen bu parfüm (orijinalinden 4 yıl sonra), parfüm dünyasının en büyük ""ters köşe""lerinden biridir. ""Passione"" (Tutku) ismi, kullananlara ağır, oryantal veya baharatlı bir ""gece"" kokusu bekletir. Oysa Armani, tutkuyu karanlıkla değil, Cate Blanchett'in kırmızı ruju gibi parlak, enerjik ve cüretkar bir ""gündüz"" imzasıyla tanımlamıştır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Meyveli Çiçeksi</li>
<li>
<b>Üst Notalar:</b> Pembe Biber, Armut, Siyah Frenk Üzümü, Greyfurt</li>
<li>
<b>Orta Notalar:</b> Gül, Yasemin, Heliotrop (Helyotrop)</li>
<li>
<b>Alt Notalar:</b> Vanilya, Sedir Ağacı, Amberwood, Paçuli</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■□□□□ [6/10]<br>
Yayılım: ■■■■■■□□□□ [6/10]<br>
Mevsim: İlkbahar 🌸, Yaz ☀️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu parfüm, ""Passione"" isminin vaat ettiği o ağır, oryantal tutkuyu arayanları yanıltabilir. Bu bir ""gece bombası"" değildir. Bu, orijinal Sì'nin daha enerjik, daha meyveli, daha parlak ve daha ""erişilebilir"" versiyonudur. Armut ve pembe biberin açılışı son derece moderndir. Performansı ""canavar"" seviyesinde değil, günlük kullanım için son derece zarif ve ılımlı bir seviyededir. Güvenli, iltifat alan ve enerjik bir imza arayanlar için mükemmeldir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, tam bir ""gündüz"" imzasıdır. Beyaz bir gömlekle ofiste, bir bahar gününde Bağdat Caddesi'nde veya bir brunch buluşmasında enerjinizi yükseltmek için idealdir. Gürültülü değil, neşelidir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Armani Sì Passione kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Armani Muadili, Armut Notalı, Frenk Üzümü, Gül, Günlük Parfüm, İlkbahar Parfümü, Kadın Parfümü, Meyveli Çiçeksi, Neşeli Koku, Ofis Parfümü, Pembe Biber, Sare-Kirmizi-Imza, Sì Passione Muadili, Temiz Koku",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,2,deny,manual,600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; ozel-durum; gece; romantik; her-gun-2,meyveli; baharatli; odunsu; cicek,sonbahar; kis; ilkbahar; yaz,kadin,,kg,,,active
sare-a-120-tutku,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,2,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-136-sifre,Sare - A-136 Şifre - Armani Code Woman'dan İlham Alan Kadın Parfümü,"<p>Bu parfüm, Armani'nin en ikonik kadın kokularından biri olan ve orijinal formülasyonu (dantel desenli şişe) parfüm severler tarafından hâlâ en çok aranan klasiklerinden Armani Code Woman'dan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Bu koku, baştan çıkarmanın ve gizemin ""şifresini"" çözmek için tasarlanmıştır.</p>
<p><i>Gece Şifresi, portakal çiçeğinin en karanlık ve en kremsi halidir.</i> Zencefilin verdiği hafif bir baharatlı açılış, yerini yasemin ve portakal çiçeğinin yoğun kalbine bırakır. Kapanışta ise vanilya ve balın o tatlı, sıcak ve kremsi dokunuşu, kokuyu unutulmaz ve baştan çıkarıcı bir imzaya dönüştürür.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>2006'da piyasaya sürülen Armani Code, tıpkı Attitude gibi üç efsane parfümörün (Carlos Benaïm, Dominique Ropion ve Olivier Polge) ortak çalışmasıdır. Orijinal şişesi, gecenin mavisini ve gizemini temsil eden, üzerinde dantel deseni bulunan bir tasarıma sahipti. Bu koku, portakal çiçeğini ana tema olarak alan, ancak onu bal ve vanilya ile ""karanlık"" bir tarafa çeken ilk büyük tasarımcı parfümlerinden biridir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Çiçeksi Oryantal (Bal/Vanilya)</li>
<li>
<b>Üst Notalar:</b> İtalyan Portakalı, Yasemin, Acı Portakal</li>
<li>
<b>Orta Notalar:</b> Portakal Çiçeği, Yasemin, Zencefil</li>
<li>
<b>Alt Notalar:</b> Bal, Vanilya, Sandal Ağacı</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂, Gece 🌙
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu parfüm, taze, hafif bir narenciye kokusu değildir. Bu, portakalın ve çiçeğinin en seksi, en ""geceye dönük"" halidir. Zencefil, kokuya modern ve keskin bir dokunuş katarken, asıl sihir bal ve vanilya temelindedir. Bu ikili, portakal çiçeğini alıp onu kremsi, pudralı ve son derece çekici bir hale getirir. Performansı orijinal formülasyona göre ılımlıdan yükseğe doğrudur; bir ten kokusu değil, fark edilir bir auradır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""küçük siyah elbise""nin (little black dress) parfüm halidir. Şık bir akşam yemeği, bir opera gecesi veya bir sonbahar akşamında romantik bir buluşma için mükemmel bir ""şifre""dir. Gündüz kullanımı için ağır kaçabilir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Armani Code Woman kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,1,deny,manual,600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; ozel-durum; romantik,oryantal; cicek; baharatli; vanilya,sonbahar; kis; ilkbahar; yaz,kadin,,kg,,,active
sare-a-136-sifre,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-137-saray-gulu,Sare - A-137 Saray Gülü - Armani Privé Rose D'Arabie'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Armani Privé'nin ""La Collection des Mille et une Nuits"" (Binbir Gece Masalları) serisinin en görkemli ve en çok arzulanan eserlerinden biri olan Rose D'Arabie'den ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Bu koku, Doğu'nun iki efsanesini – gülü ve ud'u– İtalyan lüksüyle birleştirmek için tasarlanmıştır.</p>
<p><i>Çöl Gülü, kadife kıvamında, reçineli ve hafif tatlı bir Şam gülü şerbetidir.</i> Bu koku, taze bir gül bahçesi değil; bu, safranla ısıtılmış, paçuliyle derinleşmiş ve vanilyayla yumuşatılmış, karanlık ve zengin bir gül yorumudur.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>2010 yılında piyasaya sürülen Rose D'Arabie (Arap Gülü), Giorgio Armani'nin ""Binbir Gece Masalları"" koleksiyonunun temel taşlarından biridir. Armani'nin bu koku için ilhamı, ""çölde yankılanan bir melodi"" gibi baştan çıkarıcı bir Şam gülü yaratmaktı. Bu parfümdeki gül, saf ve masum değil, safranla baharatlanmış, paçuli ve amberin voluptüöz (şehvetli) dokunuşuyla zenginleştirilmiş, ""kraliyet"" bir güldür.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Güllü Oryantal Amber</li>
<li>
<b>Üst Notalar:</b> Safran</li>
<li>
<b>Orta Notalar:</b> Şam Gülü, Paçuli, Odunsu Notalar</li>
<li>
<b>Alt Notalar:</b> Altın Amber, Vanilya</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■■ [10/10]<br>
Yayılım: ■■■■■■■■■□ [9/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, bir gül/ud parfümüdür, ancak buradaki ud (agarwood), 'Oud Royal'deki gibi dumanlı ve sert değildir; gülü destekleyen karanlık bir temel olarak görev yapar. Asıl yıldız güldür. Ama bu, taze bir bahar gülü değil; bu, zengin, reçineli, neredeyse marmelatı andıran, tatlı ve güçlü bir güldür. Performansı muazzamdır. Hem kalıcılığı hem de yayılımı en üst seviyededir ve tam bir soğuk hava imzasıdır.</p>
<p><b>Ne Zaman?</b></p>
<p></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Amber, Armani Muadili, Binbir Gece, Gül Parfümü, Kalıcı Parfüm, Kış Parfümü, Lüks Koku, Paçuli, Rose D'Arabie Muadili, Safran, Sare-Col-Gulu, Ud Parfümü, Unisex Parfüm, Yayılımı Yüksek, Şam Gülü",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,2,deny,manual,900.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,ozel-durum; aksam-davetleri; romantik; gece,oryantal; odunsu; baharatli,sonbahar; kis; ilkbahar; yaz,uniseks,,kg,,,active
sare-a-137-saray-gulu,,,,,,,,,Extrai De Parfum,,,50,,,,,"",0.0,shopify,2,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
